insee_code,ville,dep
54187,euvezin,54
54192,ferrieres,54
54198,fleville lixieres,54
54201,fontenoy la joute,54
54206,fraimbois,54
54208,francheville,54
54225,gezoncourt,54
54233,gondrexon,54
54243,hablainville,54
54244,hageville,54
54245,haigneville,54
54254,haucourt moulaine,54
54261,herserange,54
54264,houdelmont,54
54266,houdreville,54
54271,igney,54
54272,jaillon,54
54281,jolivet,54
54293,landecourt,54
54297,laneuveville aux bois,54
54299,laneuveville devant bayon,54
54301,lanfroicourt,54
54302,lantefontaine,54
54303,laronxe,54
54304,laxou,54
54305,lay st christophe,54
54309,lemainville,54
54310,lemenil mitry,54
54311,lenoncourt,54
54314,lexy,54
54318,liverdun,54
54321,longlaville,54
54323,longwy,54
54327,lucey,54
54333,mailly sur seille,54
54339,malzeville,54
54343,mandres aux quatre tours,54
54365,merviller,54
54367,mexy,54
54375,montauville,54
54376,montenoy,54
54382,mont st martin,54
54386,moriviller,54
54393,moyen,54
54396,neufmaisons,54
54397,neuves maisons,54
54405,ochey,54
54408,olley,54
54409,omelmont,54
54416,pannes,54
54420,petit failly,54
54427,pierre percee,54
54428,pierrepont,54
54441,puxieux,54
54443,raon les leau,54
54452,reillon,54
54462,rosieres aux salines,54
54468,saffais,54
54469,st ail,54
54477,st julien les gorze,54
54481,st maurice aux forges,54
54486,st remimont,54
54487,st remy aux bois,54
54490,saizerais,54
54501,seranville,54
54509,sommerviller,54
54522,thorey lyautey,54
54525,tiercelet,54
54526,tomblaine,54
54547,vandoeuvre les nancy,54
54548,vannes le chatel,54
54549,varangeville,54
5006,l argentiere la bessee,5
54550,vathimenil,54
5008,aspremont,5
54560,veney,54
5010,aspres sur buech,5
54561,vennezey,54
10002,ailleville,10
54564,vieville en haye,54
5022,breziers,5
10009,arrelles,10
54565,vigneulles,54
5023,briancon,5
10011,arrentieres,10
54567,villacourt,54
5027,cervieres,5
10014,assencieres,10
54572,ville houdlemont,54
10017,aulnay,10
54574,villers la chevre,54
5044,crevoux,5
10018,auxon,10
54581,ville sur yron,54
10019,val d auzon,10
54590,viviers sur chiers,54
10024,avreuil,10
54594,xammes,54
5066,la haute beaume,5
10026,bailly le franc,10
54595,xermamenil,54
10027,balignicourt,10
54602,han devant pierrepont,54
5093,nevache,5
10030,barberey st sulpice,10
55005,amanty,55
10040,bernon,10
55008,amel sur l etang,55
5104,poligny,5
10043,bessy,10
55018,autreville st lambert,55
5111,puy sanieres,5
10052,boulages,10
55021,avillers ste croix,55
5114,reallon,5
10054,bourdenay,10
55023,avocourt,55
5121,rochebrune,5
10057,bouy sur orvin,10
55024,azannes et soumazannes,55
10061,brevonnes,10
55026,badonvilliers gerauvilliers,55
5127,rousset,5
10066,bucey en othe,10
55040,beausite,55
5131,st auban d oze,5
10067,bucheres,10
55046,beney en woevre,55
55058,boncourt sur meuse,55
10073,chalette sur voire,10
55060,bonzee,55
5139,le devoluy,5
10079,channes,10
55066,bovee sur barboure,55
5148,st laurent du cros,5
10092,chauffour les bailly,10
55072,braquis,55
10106,courceroy,10
55080,brixey aux chanoines,55
10112,coussegrey,10
55089,burey la cote,55
5164,savines le lac,5
10113,couvignon,10
55095,cesse,55
5172,trescleoux,5
10114,crancey,10
55108,chaumont sur aire,55
10123,dienville,10
55123,les hauts de chee,55
10125,dierrey st pierre,10
55124,consenvoye,55
6006,aspremont,6
10132,droupt ste marie,10
55125,contrisson,55
10133,eaux puiseaux,10
55133,couvertpuis,55
10137,engente,10
55139,cumieres le mort homme,55
10143,etourvy,10
55142,dainville bertheleville,55
10144,etrelles sur aube,10
55145,damvillers,55
6021,bonson,6
10149,feuges,10
55146,dannevoux,55
10160,fravaux,10
55150,demange baudignecourt,55
6024,brianconnet,6
10164,gelannes,10
55156,dombras,55
10166,les grandes chapelles,10
55160,dompierre aux bois,55
6038,chateauneuf grasse,6
10176,jaucourt,10
55165,doulcon,55
10179,jeugny,10
55168,duzey,55
10181,jully sur sarce,10
55170,ecurey en verdunois,55
10186,laines aux bois,10
55171,eix,55
10189,lassicourt,10
55179,erneville aux bois,55
10193,lesmont,10
10201,la loge pomblin,10
55184,euville,55
10205,longpre le sec,10
55196,fremereville sous les cotes,55
10210,luyeres,10
55202,futeau,55
10213,magnant,10
55208,gesnes en argonne,55
10214,magnicourt,10
55214,givrauval,55
10220,maizieres la grande paroisse,10
55226,han les juvigny,55
6078,malaussene,6
10225,marnay sur seine,10
55236,haudainville,55
10229,maupas,10
55239,haumont pres samogneux,55
10233,mery sur seine,10
55241,heippes,55
10236,mesnil lettre,10
55245,heudicourt sous les cotes,55
6100,revest les roches,6
10241,metz robert,10
55252,ire le sec,55
10246,montceaux les vaudes,10
55254,les trois domaines,55
10249,montieramey,10
55258,geville,55
10252,montmartin le haut,10
55264,koeur la petite,55
10260,moussey,10
55268,lacroix sur meuse,55
10270,onjon,10
55271,laheycourt,55
10271,origny le sec,10
55274,lamorville,55
10272,ormes,10
55279,laneuville sur meuse,55
10275,ossey les trois maisons,10
55280,lanheres,55
10276,paisy cosdon,10
55285,lavoye,55
6139,thiery,6
10282,payns,10
55289,levoncourt,55
10289,plancy l abbaye,10
55291,ligny en barrois,55
10296,polisy,10
55296,l isle en rigault,55
6154,valderoure,6
10299,pouan les vallees,10
55297,lissey,55
10301,pouy sur vannes,10
55303,loupmont,55
10310,puits et nuisement,10
55311,maizeray,55
6158,villars sur var,6
10317,les riceys,10
55312,maizey,55
10319,rigny le ferron,10
55321,marre,55
10320,rilly ste syre,10
55326,maulan,55
10332,ruvigny,10
55329,mecrin,55
10345,st leger sous brienne,10
55330,meligny le grand,55
10347,st loup de buffigny,10
55338,milly sur bradon,55
10358,st parres les vaudes,10
55339,mogeville,55
10359,st phal,10
55345,mont devant sassey,55
10363,st thibault,10
55347,les monthairons,55
10372,soulaines dhuys,10
55351,montmedy,55
10373,souligny,10
55364,mouzay,55
10374,spoy,10
55377,nepvant,55
10378,thors,10
55381,neuville les vaucouleurs,55
10390,urville,10
55385,nixeville blercourt,55
10395,vanlay,10
55389,nubecourt,55
10396,vauchassis,10
55391,olizy sur chiers,55
10399,vaudes,10
55397,pagny la blanche cote,55
10401,vendeuvre sur barse,10
55398,pagny sur meuse,55
10405,verricourt,10
55401,les paroches,55
10410,villadin,10
55414,rancourt sur ornain,55
10412,villechetif,10
55429,riaville,55
10420,villenauxe la grande,10
55433,rigny la salle,55
10425,villery,10
55438,romagne sous montfaucon,55
10427,ville sur arce,10
55446,rumont,55
10429,villette sur aube,10
55458,st jean les buzy,55
10433,villy en trodes,10
55472,saulvaux,55
55474,sauvigny,55
55476,savonnieres devant bar,55
55484,septsarges,55
55490,sivry sur meuse,55
55493,sommeilles,55
55500,spincourt,55
55501,stainville,55
55504,tannois,55
55511,thonnelle,55
55518,cousances les triconville,55
55522,ugny sur meuse,55
55528,varneville,55
55530,valbois,55
55546,verneuil grand,55
55547,verneuil petit,55
55551,vigneulles les hattonchatel,55
55563,villers les mangiennes,55
55571,vilosnes haraumont,55
55573,void vacon,55
55578,warcq,55
8139,deville,8
57001,aboncourt,57
57004,achain,57
57008,adelange,57
57009,ajoncourt,57
57021,ancy dornot,57
8242,laifour,8
57022,angevillers,57
57024,antilly,57
57025,anzeling,57
57028,argancy,57
57033,arzviller,57
57037,aube,57
57038,audun le tiche,57
57042,avricourt,57
57057,bechy,57
57062,berg sur moselle,57
57079,bibiche,57
57086,belles forets,57
57088,bistroff,57
57092,blies ebersing,57
57093,blies guersviller,57
57095,boucheporn,57
57097,boulay moselle,57
57103,bousseviller,57
57106,bouzonville,57
57109,breistroff la grande,57
57112,brouck,57
57115,brulange,57
57131,chateau rouge,57
57133,chateau voue,57
57139,cherisey,57
57146,coin les cuvry,57
57148,colligny maizery,57
57152,contz les bains,57
57155,courcelles chaussy,57
57163,dabo,57
57165,dalem,57
57168,danne et quatre vents,57
57171,delme,57
57183,donnelay,57
57187,eblange,57
57191,elzange,57
57195,epping,57
57206,fameck,57
57208,farschviller,57
57210,fenetrange,57
57221,florange,57
57226,fontoy,57
57233,fraquelfing,57
57244,garrebourg,57
57252,gomelange,57
57257,gremecey,57
57265,guebestroff,57
57266,gueblange les dieuze,57
57270,val de bride,57
57280,guntzviller,57
57281,haboudange,57
57287,basse ham,57
57289,hambach,57
57291,hangviller,57
57300,haselbourg,57
57305,havange,57
57306,hayange,57
57310,hellering les fenetrange,57
57312,helstroff,57
57323,hettange grande,57
57325,hilsprich,57
57331,hombourg budange,57
57340,hundling,57
57341,hunting,57
57343,illange,57
57348,ippling,57
57350,jouy aux arches,57
57357,kappelkinger,57
57374,lafrimbolle,57
57376,lambach,57
57377,landange,57
57379,landroff,57
57389,lelling,57
57397,ley,57
57401,lidrezing,57
57410,lhor,57
57411,lommerange,57
57415,lorry les metz,57
57421,loutzviller,57
57423,lubecourt,57
57433,maizieres les metz,57
57436,malaucourt sur seille,57
57446,marimont les benestroff,57
57461,metairies st quirin,57
57463,metz,57
57470,molring,57
57472,moncheux,57
57475,mondorff,57
57478,montdidier,57
57489,mouterhouse,57
57491,moyeuvre grande,57
57492,moyeuvre petite,57
57495,narbefontaine,57
57502,neunkirchen les bouzonville,57
57506,niederstinzel,57
57510,noisseville,57
57515,noveant sur moselle,57
57529,ottange,57
57530,ottonville,57
57540,phalsbourg,57
57545,plappeville,57
57548,pontoy,57
57550,porcelette,57
57561,rahling,57
57564,rechicourt le chateau,57
57566,reding,57
57576,rettel,57
57583,richeval,57
57586,rochonvillers,57
57587,rodalbe,57
57592,romelfing,57
57594,roppeviller,57
57602,rurange les thionville,57
57603,russange,57
57605,sailly achatel,57
57609,st epvre,57
57611,st georges,57
57618,st louis,57
57620,ste marie aux chenes,57
57621,st medard,57
57628,sarralbe,57
57631,sarreguemines,57
10003,aix villemaur palis,10
10013,assenay,10
57633,sarreinsming,57
10015,aubeterre,10
57641,schweyen,57
57647,seremange erzange,57
10021,avant les ramerupt,10
57651,siersthal,57
10022,avirey lingey,10
57653,silly en saulnois,57
10034,bar sur seine,10
57655,solgne,57
10035,bayel,10
57660,stiring wendel,57
10042,berulle,10
57667,teterchen,57
10044,betignicourt,10
57671,thimonville,57
10045,beurey,10
57672,thionville,57
10046,blaincourt sur aube,10
10047,blignicourt,10
10051,bouilly,10
57673,thonville,57
10056,bouy luxembourg,10
57675,torcheville,57
10059,braux,10
57679,tritteling redlach,57
10062,briel sur barse,10
57680,troisfontaines,57
10064,brienne le chateau,10
57682,turquestein blancrupt,57
10068,buxeuil,10
57684,vahl ebersing,57
10069,buxieres sur arce,10
57695,varize vaudoncourt,57
10077,champigny sur aube,10
57698,vatimont,57
10082,chapelle vallon,10
57701,vaux,57
10083,chappes,10
57704,veckring,57
10102,colombe la fosse,10
57711,vibersviller,57
10109,courtenot,10
57712,vic sur seille,57
57724,vitry sur orne,57
10115,creney pres troyes,10
57737,vulmont,57
10117,crespy le neuf,10
57740,waldwisse,57
10124,dierrey st julien,10
57751,woippy,57
10127,dommartin le coq,10
57754,xanrey,57
10129,dosches,10
57755,xocourt,57
10141,essoyes,10
57767,stuckange,57
10147,fays la chapelle,10
10148,ferreux quincey,10
10150,fontaine,10
10157,la fosse corduan,10
10158,foucheres,10
10169,gumery,10
10175,jasseines,10
10187,landreville,10
10188,lantages,10
10190,laubressel,10
10192,lentilles,10
10202,les loges margueron,10
10206,longsols,10
10211,macey,10
10218,maisons les chaource,10
10219,maisons les soulaines,10
10230,mergey,10
10231,le meriot,10
10235,mesnil la comtesse,10
10245,montaulin,10
10250,montier en l isle,10
10256,montsuzain,10
10263,neuville sur vanne,10
10266,nogent en othe,10
10273,ortillon,10
10278,pargues,10
10284,perigny la rose,10
10286,petit mesnil,10
10287,piney,10
10297,pont ste marie,10
10302,praslin,10
10308,prunay belleville,10
10314,ramerupt,10
10323,romilly sur seine,10
10324,roncenay,10
10325,rosieres pres troyes,10
10329,rouilly st loup,10
10334,st aubin,10
10346,st leger sous margerie,10
10349,st lye,10
10353,st mesmin,10
10355,st nicolas la chapelle,10
10357,st parres aux tertres,10
10362,ste savine,10
10367,la saulsotte,10
10375,thennelieres,10
10380,torcy le petit,10
10381,torvilliers,10
10384,trannes,10
10388,turgy,10
10389,unienville,10
10393,vallentigny,10
10402,la vendue mignot,10
10408,viapres le petit,10
10409,villacerf,10
10424,villeret,10
10435,villy le marechal,10
10437,virey sous bar,10
10440,voigny,10
10443,vougrey,10
1053,bourg en bresse,1
1225,lurcy,1
1344,st denis les bourg,1
67002,adamswiller,67
67004,sommerau,67
67010,andlau,67
67011,artolsheim,67
67012,aschbach,67
67020,barembach,67
67028,benfeld,67
67030,bergbieten,67
67033,bernolsheim,67
67034,berstett,67
67037,biblisheim,67
67038,bietlenheim,67
67049,blaesheim,67
67055,boofzheim,67
67059,bourg bruche,67
67062,breitenau,67
67070,burbach,67
67076,colroy la roche,67
67081,dahlenheim,67
67082,dalhunden,67
67084,dambach la ville,67
67089,dettwiller,67
67096,dimbsthal,67
67099,domfessel,67
67100,donnenheim,67
67103,dossenheim sur zinsel,67
67104,drachenbronn birlenbach,67
67106,drusenheim,67
67110,durrenbach,67
67111,durstel,67
67113,eberbach seltz,67
67117,eckartswiller,67
67123,engwiller,67
67127,ergersheim,67
67128,ernolsheim bruche,67
67130,erstein,67
67139,flexbourg,67
67141,forstheim,67
67144,fouday,67
67146,friesenheim,67
67148,frohmuhl,67
67160,goersdorf,67
67161,gottenhouse,67
67162,gottesheim,67
67166,grassendorf,67
67174,gumbrechtshoffen,67
67179,haegen,67
67184,hatten,67
67185,hattmatt,67
67191,herbitzheim,67
67195,hessenheim,67
67200,hipsheim,67
67209,hohfrankenheim,67
67215,huttendorf,67
67220,ingenheim,67
67227,itterswiller,67
67233,kertzfeld,67
67239,kintzheim,67
67248,krautergersheim,67
67254,kutzenhausen,67
67261,lauterbourg,67
67264,leutenheim,67
67268,lipsheim,67
67270,lixhausen,67
67272,lochwiller,67
67274,lorentzen,67
67280,maisonsgoutte,67
67288,memmelshoffen,67
67290,merkwiller pechelbronn,67
67292,mietesheim,67
67293,minversheim,67
67298,mittelschaeffolsheim,67
67301,mommenheim,67
67304,morschwiller,67
67308,munchhausen,67
67315,neewiller pres lauterbourg,67
4154,pontis,4
67325,niederhaslach,67
67326,niederhausbergen,67
67328,niedermodern,67
67333,niedersoultzbach,67
67334,niedersteinbach,67
67335,nordheim,67
67338,obenheim,67
67339,betschdorf,67
67345,oberhoffen sur moder,67
67347,obermodern zutzendorf,67
67352,obersoultzbach,67
67358,offwiller,67
67359,ohlungen,67
51003,aigny,51
51008,ambrieres,51
67365,ostwald,67
51009,anglure,51
67371,la petite pierre,67
51010,angluzelles et courcelles,51
67378,plobsheim,67
51015,argers,51
67385,ratzwiller,67
51016,arrigny,51
67387,reichsfeld,67
51034,bannay,51
67391,reinhardsmunster,67
5001,abries ristolas,5
51036,barbonne fayel,51
67403,ringendorf,67
5003,aiguilles,5
51041,baudement,51
67410,rosenwiller,67
51042,baye,51
67413,rosteig,67
5011,avancon,5
51050,bergeres sous montmirail,51
67414,rothau,67
5017,la batie neuve,5
51053,berzieux,51
67415,rothbach,67
5024,valdoule,5
51058,bezannes,51
67423,saessolsheim,67
5025,buissard,5
51069,bligny,51
67425,st jean saverne,67
5028,chabestan,5
51078,bouy,51
67434,sarre union,67
51079,bouzy,51
67435,sarrewerden,67
51091,broussy le petit,51
67442,scharrachbergheim irmstett,67
51104,cernay en dormois,51
67445,scherwiller,67
5048,l epine,5
51106,cernon,51
51005,allemant,51
67448,schirmeck,67
5049,esparron,5
51108,chalons en champagne,51
51006,alliancelles,51
67451,schleithal,67
51112,chamery,51
51012,anthenay,51
67454,schoenbourg,67
5054,la fare en champsaur,5
51127,la chapelle lasson,51
67460,schwindratzheim,67
5060,furmeyer,5
51137,chatillon sur morin,51
51019,auberive,51
67473,soultz les bains,67
51138,chatrices,51
51020,aubilly,51
67478,steinbourg,67
51141,la chaussee sur marne,51
51023,aulnay sur marne,51
67484,stundwiller,67
51142,chavot courcourt,51
67485,stutzheim offenheim,67
5076,mereuil,5
51143,le chemin,51
51032,bagneux,51
67486,sundhouse,67
51146,cheniers,51
51035,bannes,51
67490,thanville,67
5086,montjay,5
51150,cherville,51
51037,baslieux les fismes,51
67495,truchtersheim,67
51151,chichey,51
51046,beine nauroy,51
5097,orpierre,5
51152,chigny les roses,51
51047,belval en argonne,51
67497,uhlwiller,67
5108,puy st eusebe,5
51155,clesles,51
51059,bignicourt sur marne,51
67498,uhrwiller,67
5112,rabou,5
51157,coizard joches,51
51072,bouilly,51
67500,urmatt,67
51165,connantre,51
51076,boursault,51
67502,uttenhoffen,67
5128,st andre d embrun,5
51166,contault,51
51093,brugny vaudancourt,51
67504,valff,67
51168,coolus,51
51095,le buisson,51
67505,la vancelle,67
5135,ste colombe,5
51171,cormicy,51
51098,bussy le repos,51
67511,walbourg,67
51105,cernay les reims,51
67523,weitbruch,67
51174,corribert,51
51107,chaintrix bierges,51
67525,westhoffen,67
51176,corroy,51
51113,champaubert,51
67529,weyersheim,67
5151,st martin de queyrieres,5
51177,coulommes la montagne,51
51121,champvoisy,51
67531,wildersbach,67
51188,courmas,51
51122,changy,51
67532,willgottheim,67
51190,courtagnon,51
51140,chaumuzy,51
67534,wilwisheim,67
5161,la salle les alpes,5
51194,courville,51
51144,cheminon,51
67537,wingen,67
5167,sigottier,5
51197,la croix en champagne,51
51147,la cheppe,51
67539,wingersheim les quatre bans,67
5168,sigoyer,5
51199,cuchery,51
51148,cheppes la prairie,51
67550,woerth,67
51212,dommartin lettree,51
51149,chepy,51
67553,wolschheim,67
5183,villar st pancrace,5
51222,eclaires,51
51158,val des marais,51
67555,zehnacker,67
5184,vitrolles,5
51225,ecueil,51
51169,corbeil,51
67556,zeinheim,67
51233,escardes,51
51183,courcy,51
68005,ammerschwihr,68
51234,esclavolles lurey,51
51184,courdemanges,51
68009,artzenheim,68
6007,auribeau sur siagne,6
51241,euvy,51
51191,courtemont,51
68012,aspach michelbach,68
51244,faux vesigneul,51
51195,couvrot,51
68017,ballersdorf,68
51246,favresse,51
51201,cuisles,51
68020,bantzenheim,68
51252,fleury la riviere,51
51202,cumieres,51
68024,bellemagny,68
6028,caille,6
51253,florent en argonne,51
51206,dampierre le chateau,51
68025,bendorf,68
51256,fontaine sur ay,51
51211,dommartin dampierre,51
68027,berentzwiller,68
51258,la forestiere,51
51214,dommartin varimont,51
68030,bergholtzzell,68
51268,germinon,51
51217,dormans,51
68035,biederthal,68
51272,givry en argonne,51
51235,les essarts les sezanne,51
68036,biesheim,68
51273,givry les loisy,51
51238,etoges,51
68041,blodelsheim,68
51274,gizaucourt,51
51248,fere champenoise,51
68043,bollwiller,68
51276,gourgancon,51
68051,breitenbach haut rhin,68
51279,granges sur aube,51
51269,giffaumont champaubert,51
68060,burnhaupt le haut,68
51292,herpont,51
51270,gigny bussy,51
68062,carspach,68
51293,heutregiville,51
51280,gratreuil,51
68068,dannemarie,68
51298,igny comblizy,51
51287,hautvillers,51
68069,dessenheim,68
51302,les istres et bury,51
51290,heiltz l eveque,51
68083,eschbach au val,68
51310,jouy les reims,51
51294,hourges,51
68086,falkwiller,68
51311,jussecourt minecourt,51
51295,huiron,51
68090,ferrette,68
51314,lagery,51
51299,isles sur suippe,51
68099,froeningen,68
51315,landricourt,51
51301,isse,51
68100,fulleren,68
51318,lavannes,51
51305,janvry,51
68104,geiswasser,68
51325,lisse en champagne,51
51307,jonchery sur suippe,51
68106,goldbach altenbach,68
51328,loisy sur marne,51
51322,lignon,51
68119,hagenbach,68
51333,ludes,51
51334,luxemont et villotte,51
68121,hagenthal le haut,68
51338,mailly champagne,51
51336,maffrecourt,51
68122,hartmannswiller,68
51341,malmy,51
51337,magneux,51
68123,hattstatt,68
51342,mancy,51
51380,montmirail,51
68130,heiteren,68
6114,st andre de la roche,6
51344,mardeuil,51
51381,montmort lucy,51
68145,horbourg wihr,68
51350,margny,51
68147,hunawihr,68
51351,marigny,51
51387,moslins,51
68152,illfurth,68
51355,massiges,51
51388,mourmelon le grand,51
68156,issenheim,68
51364,mery premecy,51
51389,mourmelon le petit,51
68159,jungholtz,68
51367,le mesnil sur oger,51
51403,nogent l abbesse,51
68162,kaysersberg vignoble,68
51373,moncetz l abbaye,51
51406,norrois,51
68163,kembs,68
6143,touet sur var,6
51375,montbre,51
51407,la noue,51
68165,kiffis,68
51376,montgenost,51
51410,oeuilly,51
68168,knoeringue,68
51412,ognes,51
51423,pargny sur saulx,51
68173,labaroche,68
51415,omey,51
51429,pevy,51
68177,lautenbach,68
51417,orconte,51
51434,plivot,51
68178,lautenbachzell,68
51420,outrepont,51
51440,pontfaverger moronvilliers,51
68179,lauw,68
51430,pierre morains,51
51448,prouilly,51
68186,ligsdorf,68
51435,pocancy,51
51468,rosnay,51
68195,lutterbach,68
51437,poilly,51
51480,ste gemme,51
68197,magstatt le bas,68
51438,poix,51
51484,st gilles,51
68204,metzeral,68
51439,pomacle,51
51488,st imoges,51
68214,montreux jeune,68
51442,possesse,51
51490,st jean sur moivre,51
68221,muespach,68
51443,potangis,51
51502,st martin aux champs,51
68223,muhlbach sur munster,68
51445,pourcy,51
51506,st memmie,51
68226,munster,68
51449,prunay,51
51510,st quentin les marais,51
68228,munwiller,68
51455,reims la brulee,51
51514,st remy sous broyes,51
68235,niederhergheim,68
51456,remicourt,51
51527,savigny sur ardres,51
68238,niffer,68
51459,reveillon,51
51529,selles,51
68239,oberbruck,68
51460,rieux,51
51531,sermaize les bains,51
68242,oberhergheim,68
51474,st brice courcelles,51
51534,serzy et prin,51
68245,obermorschwiller,68
51479,st euphraise et clairizet,51
51539,sogny en l angle,51
68248,oltingue,68
51485,st hilaire au temple,51
51546,somme suippe,51
68253,ottmarsheim,68
51486,st hilaire le grand,51
51551,somsois,51
68254,petit landau,68
51489,st jean devant possesse,51
51552,songy,51
68256,pfastatt,68
51499,st mard les rouffy,51
51555,soude,51
68265,rantzwiller,68
51501,ste marie a py,51
51556,soudron,51
68267,reiningue,68
51505,st masmes,51
51573,tinqueux,51
68291,rumersheim le haut,68
51511,st quentin le verger,51
51579,trefols,51
68293,st cosme,68
51517,st souplet sur py,51
51580,trepail,51
68297,st louis,68
51520,st utin,51
51595,vatry,51
68299,st ulrich,68
51523,sarcy,51
51603,velye,51
68301,schlierbach,68
51525,sarry,51
68307,sewen,68
51532,sermiers,51
51623,ville en selve,51
68308,sickert,68
51542,soizy aux bois,51
51626,la villeneuve les charleville,51
68312,sondersdorf,68
51547,somme tourbe,51
51628,villeneuve st vistre et villevotte,51
68315,soultz haut rhin,68
51553,souain perthes les hurlus,51
51633,villers franqueux,51
68320,spechbach,68
51557,soulanges,51
51645,vindey,51
68324,steinbrunn le haut,68
51560,suizy le franc,51
51646,virginy,51
68325,steinsoultz,68
51578,trecon,51
51647,vitry en perthois,51
68326,sternenberg,68
51592,vandieres,51
51649,vitry le francois,51
68328,storckensohn,68
51597,vauciennes,51
51654,vouillers,51
68333,tagsdorf,68
51599,vaudemange,51
51657,vrigny,51
51601,vavray le grand,51
52004,aingoulaincourt,52
51602,vavray le petit,51
52006,allichamps,52
51604,ventelay,51
52007,ambonville,52
52017,arc en barrois,52
51637,villers sous chatillon,51
52029,autigny le grand,52
51640,ville sur tourbe,51
51641,villevenard,51
51655,vouzy,51
52003,aillianville,52
52070,brennes,52
52005,aizanville,52
52084,busson,52
52022,aubepierre sur aube,52
52090,celsoy,52
52027,aujeurres,52
52033,avrecourt,52
52119,chaudenay,52
52039,baudrecourt,52
52120,chauffourt,52
52043,belmont,52
52121,chaumont,52
52047,beurville,52
52122,chaumont la ville,52
52050,biesles,52
52125,chamarandes choignes,52
52051,bize,52
52126,choilley dardenay,52
52053,blaisy,52
52129,cirey sur blaise,52
52056,blessonville,52
52130,cirfontaines en azois,52
52057,blumeray,52
52063,bourg ste marie,52
52074,breuvannes en bassigny,52
52141,condes,52
52146,coupray,52
52075,briaucourt,52
52159,cuves,52
52076,bricon,52
52169,domblain,52
52079,brousseval,52
52175,donjeux,52
52085,buxieres les clefmont,52
52182,eclaron braucourt ste liviere,52
52097,chambroncourt,52
52187,epizon,52
52101,champigneulles en bassigny,52
52103,champigny sous varennes,52
52194,eurville bienville,52
52105,changey,52
52196,faverolles,52
52106,chanoy,52
1183,guereins,1
52107,chantraines,52
52208,fresnes sur apance,52
52109,charmes en l angle,52
52223,gilley,52
52240,heuilley le grand,52
52116,chatenay vaudin,52
52244,humbecourt,52
52118,chatonrupt sommermont,52
52247,illoud,52
52264,laneuvelle,52
52133,clinchamp,52
52271,lanques sur rognon,52
52135,coiffy le bas,52
52274,latrecey ormoy sur aube,52
52136,coiffy le haut,52
52287,levecourt,52
52138,colmier le haut,52
52295,louvieres,52
52313,mareilles,52
52315,marnay sur marne,52
52142,consigny,52
52319,mennouveaux,52
52145,coublanc,52
52322,meures,52
52149,courcelles sur blaise,52
52331,la porte du der,52
52155,culmont,52
52332,val de meuse,52
1258,montceaux,1
52157,curmont,52
52158,cusey,52
52170,dommarien,52
52341,morancourt,52
52174,doncourt sur meuse,52
52346,mussey sur marne,52
52177,doulaincourt saucourt,52
52353,nogent,52
52179,doulevant le petit,52
52360,occey,52
52193,euffigneix,52
52375,palaiseul,52
52195,farincourt,52
52383,perrancey les vieux moulins,52
52200,flagey,52
52203,fontaines sur marne,52
52384,perrogney les fontaines,52
52204,forcey,52
52388,pierremont sur amance,52
52207,frecourt,52
52212,fronville,52
52390,pisseloup,52
52213,genevrieres,52
52393,poinsenot,52
52216,germaines,52
52398,poissons,52
8217,haulme,8
52222,gillaume,52
52400,le chatelet sur meuse,52
8218,les hautes rivieres,8
52229,grenant,52
52403,praslay,52
52242,haute amance,52
52414,rachecourt sur marne,52
52245,humberville,52
52420,reynel,52
52246,humes jorquenay,52
52432,rolampont,52
52248,is en bassigny,52
52436,rouecourt,52
52250,joinville,52
52437,rouelles,52
52253,juzennecourt,52
52438,rougeux,52
52258,laferte sur aube,52
52444,st blin,52
52265,bayard sur marne,52
52448,st dizier,52
52455,st thiebault,52
52273,lariviere arnoncourt,52
52457,st vallier sur marne,52
52280,lecey,52
52475,sommancourt,52
52297,luzy sur marne,52
52479,sommevoire,52
52301,maisoncelles,52
52484,suzannecourt,52
52310,marbeville,52
52490,thonnance les joinville,52
52311,marcilly en bassigny,52
52312,mardor,52
52493,tornay,52
52499,vaillant,52
52342,morionvilliers,52
52502,valleret,52
52344,mouilleron,52
52504,varennes sur amance,52
52349,neuilly sur suize,52
52506,vaudremont,52
52357,noncourt sur le rongeant,52
52510,vaux sur blaise,52
52359,nully,52
52513,velles,52
52363,orbigny au val,52
52514,verbiesles,52
52366,ormancey,52
52524,vignory,52
52372,outremecourt,52
52525,villars en azois,52
52526,villars santenoge,52
52378,paroy sur saulx,52
52542,vivey,52
52392,plesnoy,52
52394,poinson les fayl,52
52413,rachecourt suzemont,52
52416,rangecourt,52
52422,richebourg,52
52423,rimaucourt,52
52424,rivieres le bois,52
52439,rouvres sur aube,52
52443,sailly,52
52445,st broingt le bois,52
52446,st broingt les fosses,52
52464,saulles,52
52472,sexfontaines,52
52480,soncourt sur marne,52
52482,soulaucourt sur mouzon,52
52487,thilleux,52
52489,thol les millieres,52
52511,vaux sur st urbain,52
52515,verseilles le bas,52
52517,vesaignes sous lafauche,52
52534,villiers en lieu,52
52539,violot,52
52543,voillecomte,52
52550,wassy,52
54002,abbeville les conflans,54
54003,aboncourt,54
54005,affracourt,54
54018,anoux,54
54023,arracourt,54
54026,athienville,54
54028,auboue,54
54039,baccarat,54
54045,barbonville,54
54071,bezange la grande,54
54074,bienville la petite,54
54083,bonviller,54
54087,bouillonville,54
54093,brainville,54
54096,brehain la ville,54
54099,val de briey,54
